source,candidate,scale_mode,scale_threshold,small_object_policy,confidence,iou,matching,tp,fp,fn,neutralized_predictions,f1,images
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,4209,9928,515,343,0.446317798632098,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,4174,9963,550,343,0.4426064365622183,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,4138,8969,586,253,0.4641354943637485,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,4105,9002,619,253,0.4604340754865123,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,4038,8109,686,175,0.4786912453322269,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,4014,8133,710,175,0.4758461264892419,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,3811,6581,913,86,0.5042339243186028,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,3796,6596,928,86,0.5022492722942578,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,15184,8601,1856,0,0.7438579301898347,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,14762,9023,2278,0,0.7231843233312921,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,14582,5290,2458,0,0.7900953619419159,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,14225,5647,2815,0,0.7707520589510186,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,14003,3522,3037,0,0.8102415738463764,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,13718,3807,3322,0,0.7937509040937364,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,13426,2389,3614,0,0.8172880840054786,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,13209,2606,3831,0,0.8040785268604475,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,12873,1607,4167,0,0.8168147208121828,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,12708,1772,4332,0,0.8063451776649746,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,12265,1095,4775,0,0.8069078947368421,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,12152,1208,4888,0,0.7994736842105263,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,11606,716,5434,0,0.7905456031605477,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,11526,796,5514,0,0.7850963830801716,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,10147,331,6893,0,0.7374809215786031,548
visdrone,visdrone_control_yolo11n_p2_1280,absolute,64.0,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,10122,356,6918,0,0.7356639290646122,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,15184,8601,1849,0,0.7439854965946396,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,14762,9023,2271,0,0.7233083443578813,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,14582,5290,2451,0,0.7902452242243598,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,14225,5647,2808,0,0.7708982522693402,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,14003,3522,3030,0,0.8104056947740031,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,13718,3807,3315,0,0.7939116847039759,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,13426,2389,3607,0,0.817462250365319,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,13209,2606,3824,0,0.8042498782269849,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,12873,1607,4160,0,0.8169961603147907,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,12708,1772,4325,0,0.8065242915622124,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,12265,1095,4768,0,0.8070937386898299,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,12152,1208,4881,0,0.799657815944461,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,11606,716,5427,0,0.7907341168455119,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,11526,796,5507,0,0.7852835973428718,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,10147,331,6886,0,0.7376685689360619,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,10122,356,6911,0,0.7358511140998146,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,15184,6887,1849,1714,0.776595744680851,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,14762,7304,2271,1719,0.7551088263126934,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,14582,4249,2451,1041,0.8131831362926611,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,14225,4602,2808,1045,0.7933630786391522,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,14003,2834,3030,688,0.8268674343076469,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,13718,3115,3315,692,0.8101340577570425,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,13426,1920,3607,469,0.8293029432656969,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,13209,2137,3824,469,0.8158991939219865,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,12873,1278,4160,329,0.8256157003591585,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,12708,1443,4325,329,0.8150333504361211,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,12265,855,4768,240,0.8135177262627268,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,12152,968,4881,240,0.806022617981627,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,11606,552,5427,164,0.7951765955260183,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,11526,632,5507,164,0.7896954540783118,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,10147,251,6886,80,0.7398199117786446,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,10122,276,6911,80,0.7379971565017681,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,15184,8601,1856,0,0.7438579301898347,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,14762,9023,2278,0,0.7231843233312921,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,14582,5290,2458,0,0.7900953619419159,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,14225,5647,2815,0,0.7707520589510186,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,14003,3522,3037,0,0.8102415738463764,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,13718,3807,3322,0,0.7937509040937364,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,13426,2389,3614,0,0.8172880840054786,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,13209,2606,3831,0,0.8040785268604475,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,12873,1607,4167,0,0.8168147208121828,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,12708,1772,4332,0,0.8063451776649746,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,12265,1095,4775,0,0.8069078947368421,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,12152,1208,4888,0,0.7994736842105263,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,11606,716,5434,0,0.7905456031605477,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,11526,796,5514,0,0.7850963830801716,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,10147,331,6893,0,0.7374809215786031,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.005,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,10122,356,6918,0,0.7356639290646122,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,15127,8658,1716,0,0.7446588559614059,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,14717,9068,2126,0,0.7244757310229398,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,14543,5329,2300,0,0.7922102682827182,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,14194,5678,2649,0,0.773198965000681,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,13980,3545,2863,0,0.8135474860335196,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,13700,3825,3143,0,0.7972532588454376,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,13413,2402,3430,0,0.8214220099209995,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,13197,2618,3646,0,0.8081940106558883,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,12867,1613,3976,0,0.8215688152475816,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,12702,1778,4141,0,0.8110334259170577,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,12259,1101,4584,0,0.8117736648677284,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,12146,1214,4697,0,0.8042909644737277,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,11603,719,5240,0,0.7956797531287502,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,11523,799,5320,0,0.7901937253557346,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,10147,331,6696,0,0.7427985798470041,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,10122,356,6721,0,0.740968485780169,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,15127,6943,1716,1715,0.7774779636625292,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,14717,7348,2126,1720,0.7565025187622083,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,14543,4288,2300,1041,0.815327689633907,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,14194,4633,2649,1045,0.7958508550602748,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,13980,2857,2863,688,0.830166270783848,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,13700,3133,3143,692,0.8136358237320347,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,13413,1933,3430,469,0.8333902886079095,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,13197,2149,3646,469,0.819969554816863,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,12867,1284,3976,329,0.8302897334968058,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,12702,1449,4141,329,0.8196425114538298,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,12259,861,4584,240,0.8182758735774122,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,12146,974,4697,240,0.8107332376597804,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,11603,555,5240,164,0.8001793041619254,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,11523,635,5320,164,0.7946622530257578,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,10147,251,6696,80,0.744979993392313,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,10122,276,6721,80,0.7431445247971807,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,15184,8601,1856,0,0.7438579301898347,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,14762,9023,2278,0,0.7231843233312921,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,14582,5290,2458,0,0.7900953619419159,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,14225,5647,2815,0,0.7707520589510186,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,14003,3522,3037,0,0.8102415738463764,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,13718,3807,3322,0,0.7937509040937364,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,13426,2389,3614,0,0.8172880840054786,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,13209,2606,3831,0,0.8040785268604475,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,12873,1607,4167,0,0.8168147208121828,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,12708,1772,4332,0,0.8063451776649746,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,12265,1095,4775,0,0.8069078947368421,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,12152,1208,4888,0,0.7994736842105263,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,11606,716,5434,0,0.7905456031605477,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,11526,796,5514,0,0.7850963830801716,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,10147,331,6893,0,0.7374809215786031,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.0075,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,10122,356,6918,0,0.7356639290646122,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,14873,8912,1570,0,0.7394352192502734,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,14497,9288,1946,0,0.7207417719001691,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,14336,5536,2107,0,0.7895360044058929,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,14016,5856,2427,0,0.7719124328789756,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,13815,3710,2628,0,0.8134126236457843,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,13553,3972,2890,0,0.7979863400847856,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,13280,2535,3163,0,0.8233616467232935,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,13073,2742,3370,0,0.8105276210552421,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,12763,1717,3680,0,0.8254697150987937,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,12604,1876,3839,0,0.8151861074281279,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,12182,1178,4261,0,0.817501593799282,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,12069,1291,4374,0,0.8099184645841023,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,11544,778,4899,0,0.8026420997740309,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,11463,859,4980,0,0.7970102555188597,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,10123,355,6320,0,0.7520523011775194,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,10097,381,6346,0,0.7501207235986777,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,14873,7187,1570,1725,0.7725631768953068,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,14497,7560,1946,1728,0.7530909090909091,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,14336,4489,2107,1047,0.8129749347850743,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,14016,4806,2427,1050,0.7948957890259464,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,13815,3017,2628,693,0.8303531179564237,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,13553,3276,2890,696,0.8146790093772541,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,13280,2064,3163,471,0.8355617076163211,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,13073,2271,3370,471,0.8225375153364582,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,12763,1387,3680,330,0.8343738763769489,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,12604,1546,3839,330,0.8239793416794692,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,12182,937,4261,241,0.8241661592585076,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,12069,1050,4374,241,0.8165212096610514,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,11544,614,4899,164,0.8072445019404916,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,11463,695,4980,164,0.8015803643229258,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,10123,275,6320,80,0.754293804254685,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,10097,301,6346,80,0.7523564695801199,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,15184,8601,1856,0,0.7438579301898347,548
visdrone,visdrone_control_yolo11n_p2_1280,normalized,0.01,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,14762,9023,2278,0,0.7231843233312921,548
