scale_mode,scale_threshold,small_object_policy,confidence,iou,candidate_a,candidate_b,f1_difference_a_minus_b
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.028242305321168337
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.005172652905139685
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.03705572578563476
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.011767359101910069
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.023069652416028652
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.0652980311068031
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.01647494621925827
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.04222837869077445
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,0.0065947061967703835
absolute,40.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.04882308488754483
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.03190644077886451
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.008678207630751333
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.03586274082094898
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0120752921402687
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.023228233148113175
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.06776918159981349
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.019831148638595808
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.04454094845170031
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,0.0033970845095173674
absolute,40.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.04793803296121768
absolute,40.0,include_all,0.1,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.06340499552737644
absolute,40.0,include_all,0.1,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.050167224809883226
absolute,40.0,include_all,0.1,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.060841254202709916
absolute,40.0,include_all,0.1,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.004433887316338758
absolute,40.0,include_all,0.1,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.013237770717493214
absolute,40.0,include_all,0.1,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.12424624973008636
absolute,40.0,include_all,0.1,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05897110821103768
absolute,40.0,include_all,0.1,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.11100847901259314
absolute,40.0,include_all,0.1,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.04573333749354447
absolute,40.0,include_all,0.1,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.06527514151904867
absolute,40.0,include_all,0.1,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.07305191839150427
absolute,40.0,include_all,0.1,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.08610799201585495
absolute,40.0,include_all,0.1,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.054447939891201114
absolute,40.0,include_all,0.1,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,-0.0001136705058983889
absolute,40.0,include_all,0.1,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,0.013056073624350684
absolute,40.0,include_all,0.1,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.12749985828270538
absolute,40.0,include_all,0.1,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.07316558889740266
absolute,40.0,include_all,0.1,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.14055593190705606
absolute,40.0,include_all,0.1,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.08622166252175334
absolute,40.0,include_all,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.054334269385302725
absolute,40.0,include_all,0.15,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.05511689049315671
absolute,40.0,include_all,0.15,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.05456537616113255
absolute,40.0,include_all,0.15,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.03146692795243344
absolute,40.0,include_all,0.15,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.00482220605136352
absolute,40.0,include_all,0.15,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.0005515143320241611
absolute,40.0,include_all,0.15,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.08658381844559015
absolute,40.0,include_all,0.15,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05029468444179319
absolute,40.0,include_all,0.15,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.086032304113566
absolute,40.0,include_all,0.15,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.04974317010976903
absolute,40.0,include_all,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.03628913400379696
absolute,40.0,include_all,0.15,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.0667334146201779
absolute,40.0,include_all,0.15,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.09005550128935935
absolute,40.0,include_all,0.15,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.02664773446337565
absolute,40.0,include_all,0.15,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0019561212442980036
absolute,40.0,include_all,0.15,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,0.023322086669181452
absolute,40.0,include_all,0.15,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.09338114908355355
absolute,40.0,include_all,0.15,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.0647772933758799
absolute,40.0,include_all,0.15,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.116703235752735
absolute,40.0,include_all,0.15,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.08809938004506135
absolute,40.0,include_all,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.028603855707673653
absolute,40.0,include_all,0.2,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.048424525948115194
absolute,40.0,include_all,0.2,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.0589605749201042
absolute,40.0,include_all,0.2,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.014514423563916967
absolute,40.0,include_all,0.2,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.011221895262197301
absolute,40.0,include_all,0.2,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,0.01053604897198901
absolute,40.0,include_all,0.2,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.06293894951203216
absolute,40.0,include_all,0.2,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.03720263068591789
absolute,40.0,include_all,0.2,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.07347499848402117
absolute,40.0,include_all,0.2,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.0477386796579069
absolute,40.0,include_all,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.02573631882611427
absolute,40.0,include_all,0.2,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.06000168868813838
absolute,40.0,include_all,0.2,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.0891292403282975
absolute,40.0,include_all,0.2,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.012758605081839236
absolute,40.0,include_all,0.2,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0068856295895043385
absolute,40.0,include_all,0.2,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,0.02912755164015912
absolute,40.0,include_all,0.2,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.07276029376997761
absolute,40.0,include_all,0.2,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05311605909863404
absolute,40.0,include_all,0.2,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.10188784541013673
absolute,40.0,include_all,0.2,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.08224361073879316
absolute,40.0,include_all,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.019644234671343574
absolute,40.0,include_all,0.25,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.039126067927869546
absolute,40.0,include_all,0.25,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.06384073451647965
absolute,40.0,include_all,0.25,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.0032894821153685028
absolute,40.0,include_all,0.25,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.018417641888187508
absolute,40.0,include_all,0.25,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,0.0247146665886101
absolute,40.0,include_all,0.25,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.04241555004323805
absolute,40.0,include_all,0.25,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.020708426039682037
absolute,40.0,include_all,0.25,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.06713021663184815
absolute,40.0,include_all,0.25,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.04542309262829214
absolute,40.0,include_all,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.02170712400355601
absolute,40.0,include_all,0.25,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.0519282701295003
absolute,40.0,include_all,0.25,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.09013163314872896
absolute,40.0,include_all,0.25,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.0016183645220612108
absolute,40.0,include_all,0.25,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.014557664061132014
absolute,40.0,include_all,0.25,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,0.038203363019228664
absolute,40.0,include_all,0.25,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.05354663465156151
absolute,40.0,include_all,0.25,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.037370606068368284
absolute,40.0,include_all,0.25,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.09174999767079017
absolute,40.0,include_all,0.25,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.07557396908759695
absolute,40.0,include_all,0.25,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.016176028583193225
absolute,40.0,include_all,0.3,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.03288022161083626
absolute,40.0,include_all,0.3,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.07168162995360017
absolute,40.0,include_all,0.3,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0027286927317557996
absolute,40.0,include_all,0.3,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.023623399276412216
absolute,40.0,include_all,0.3,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,0.03880140834276391
absolute,40.0,include_all,0.3,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.030151528879080458
absolute,40.0,include_all,0.3,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.009256822334424042
absolute,40.0,include_all,0.3,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.06895293722184437
absolute,40.0,include_all,0.3,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.04805823067718795
absolute,40.0,include_all,0.3,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.020894706544656416
absolute,40.0,include_all,0.3,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.044329312582960245
absolute,40.0,include_all,0.3,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.09077234264465972
absolute,40.0,include_all,0.3,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.003718696444947711
absolute,40.0,include_all,0.3,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.01995416394126348
absolute,40.0,include_all,0.3,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,0.046443030061699475
absolute,40.0,include_all,0.3,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.040610616138012534
absolute,40.0,include_all,0.3,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.024375148641696764
absolute,40.0,include_all,0.3,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.08705364619971201
absolute,40.0,include_all,0.3,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.07081817870339624
absolute,40.0,include_all,0.3,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.01623546749631577
absolute,40.0,include_all,0.35,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.02852689937062125
absolute,40.0,include_all,0.35,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.08247937146431228
absolute,40.0,include_all,0.35,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0048672910625151555
absolute,40.0,include_all,0.35,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.031314020750813576
absolute,40.0,include_all,0.35,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,0.05395247209369103
absolute,40.0,include_all,0.35,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.023659608308106095
absolute,40.0,include_all,0.35,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,0.0027871213801923256
absolute,40.0,include_all,0.35,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.07761208040179712
absolute,40.0,include_all,0.35,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.0511653507134987
absolute,40.0,include_all,0.35,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.02644672968829842
absolute,40.0,include_all,0.35,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.03857186547713176
absolute,40.0,include_all,0.35,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.0968750417404719
absolute,40.0,include_all,0.35,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.006774139866206785
absolute,40.0,include_all,0.35,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.028646904301567022
absolute,40.0,include_all,0.35,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,0.05830317626334014
absolute,40.0,include_all,0.35,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.031797725610924976
absolute,40.0,include_all,0.35,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.00992496117556474
absolute,40.0,include_all,0.35,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.09010090187426512
absolute,40.0,include_all,0.35,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.06822813743890488
absolute,40.0,include_all,0.35,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.021872764435360237
absolute,40.0,include_all,0.4,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.02527831914556833
absolute,40.0,include_all,0.4,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.09390342624916759
absolute,40.0,include_all,0.4,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.002909897780443038
absolute,40.0,include_all,0.4,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.039065779849208226
absolute,40.0,include_all,0.4,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,0.06862510710359926
absolute,40.0,include_all,0.4,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.02236842136512529
absolute,40.0,include_all,0.4,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,0.013787460703639898
absolute,40.0,include_all,0.4,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.09099352846872455
absolute,40.0,include_all,0.4,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.05483764639995936
absolute,40.0,include_all,0.4,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.03615588206876519
absolute,40.0,include_all,0.4,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.03289066905809723
absolute,40.0,include_all,0.4,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.10260612196037744
absolute,40.0,include_all,0.4,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0043390008452925954
absolute,40.0,include_all,0.4,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.036347236665072
absolute,40.0,include_all,0.4,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,0.0697154529022802
absolute,40.0,include_all,0.4,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.028551668212804637
absolute,40.0,include_all,0.4,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,0.0034565676069747697
absolute,40.0,include_all,0.4,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.09826712111508484
absolute,40.0,include_all,0.4,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.06625888529530544
absolute,40.0,include_all,0.4,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.03200823581977941
absolute,40.0,include_all,0.5,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.025147738518739415
absolute,40.0,include_all,0.5,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.12053439267778732
absolute,40.0,include_all,0.5,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.006562104292545667
absolute,40.0,include_all,0.5,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0586002059566324
absolute,40.0,include_all,0.5,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,0.0953866541590479
absolute,40.0,include_all,0.5,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.03170984281128508
absolute,40.0,include_all,0.5,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,0.033452467437892985
absolute,40.0,include_all,0.5,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.12709649697033298
absolute,40.0,include_all,0.5,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.061934186721154916
absolute,40.0,include_all,0.5,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.06516231024917807
absolute,40.0,include_all,0.5,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.02978078248003646
absolute,40.0,include_all,0.5,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.12469975842807834
absolute,40.0,include_all,0.5,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.0050241104403339065
absolute,40.0,include_all,0.5,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.05725459963940982
absolute,40.0,include_all,0.5,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,0.09491897594804188
absolute,40.0,include_all,0.5,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.03480489292037037
absolute,40.0,include_all,0.5,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,0.02747381715937336
absolute,40.0,include_all,0.5,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.12972386886841225
absolute,40.0,include_all,0.5,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.06744515878866852
absolute,40.0,include_all,0.5,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.062278710079743727
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.05434995229413603
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.009884984408239872
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.08963880295583793
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,-0.0002281853333926387
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.044464967885896156
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.14398875524997395
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05457813762752867
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.0995237873640778
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.01011316974163251
absolute,48.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.08941061762244529
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.05692437978509057
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.016371099057188088
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.08939877803755292
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0013311865830006875
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.040553280727902485
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.1463231578226435
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.055593193202089886
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.105769877094741
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.0150399124741874
absolute,48.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.0907299646205536
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.05522739768973639
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.007885952629767767
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.06885972550043346
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,-0.00313636898798636
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.04734144505996862
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.12408712319016985
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05836376667772275
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.07674567813020122
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.011022321617754127
absolute,48.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.0657233565124471
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.05750504214702429
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.014613132742152923
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.06850611790432187
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,-0.0014420858163736172
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.042891909404871364
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.12601116005134616
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.058947127963397905
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.0831192506464748
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.01605521855852654
absolute,48.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.06706403208794826
absolute,48.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.05262029208613045
absolute,48.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.0015694760369473482
absolute,48.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.05472027439327065
absolute,48.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,-0.0036379745638883687
absolute,48.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.0510508160491831
absolute,48.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.1073405664794011
absolute,48.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05625826665001882
absolute,48.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.056289750430218
